True_DX,True_DY,True_Theta_Deg,Est_DX,Est_DY,Est_Theta_Deg,Error_Trans,Error_Theta,Iter,Time_ms,Converged
0,0,-10,-0.00643638,-0.014355,-9.74734,0.0157319,0.25266,24,8,1
0,0,-10,-0.00299373,-0.00316585,-9.97435,0.00435718,0.0256456,26,9,1
0,0,-10,-0.00109015,-0.000211901,-9.9721,0.00111055,0.0278957,25,9,1
0,0,-5,0.0025227,0.00213827,-4.9708,0.003307,0.0291982,22,8,1
0,0,-5,0.00695246,0.0162888,-4.98629,0.0177105,0.013706,101,36,0
0,0,-5,-0.0159166,-0.00584563,-4.86473,0.0169561,0.135273,19,6,1
0,0,-5,0.0014616,-0.0068585,-4.98978,0.00701251,0.0102169,21,7,1
0,0,-5,-0.00232505,-0.00340675,-4.96056,0.00412453,0.0394359,21,8,1
0,0,-5,-0.000917178,-0.00573878,-4.9784,0.00581161,0.0216033,20,7,1
0,0,-5,-0.00331485,-0.000906045,-4.96522,0.00343644,0.0347777,21,7,1
0,0,-5,0.000274914,0.00305745,-4.97817,0.00306979,0.02183,23,8,1
0,0,-5,-0.00814238,-0.0217576,-4.70842,0.0232312,0.291579,18,6,1
0,0,-5,-0.00323636,-0.0177161,-5.03241,0.0180093,0.0324088,101,36,0
0,0,-5,-0.00591769,-0.0171322,-5.01112,0.0181254,0.0111245,101,35,0
0,0,-5,-0.00316048,-0.00467001,-4.97894,0.00563894,0.021057,20,7,1
0,0,-5,-0.0045377,-0.0157432,-5.01877,0.0163841,0.018768,101,35,0
0,0,-5,-0.00713585,-0.0220558,-5.0307,0.0231814,0.030699,101,36,0
0,0,-5,-0.00060517,-0.000363726,-4.95867,0.000706064,0.0413304,21,7,1
0,0,-5,-0.00102343,-0.00328937,-4.96621,0.00344491,0.0337864,21,7,1
0,0,-5,-0.00149721,-0.0165715,-5.03783,0.016639,0.0378349,101,36,0
0,0,-5,-0.00499856,-0.00191577,-4.97729,0.00535311,0.0227126,20,7,1
0,0,-5,-0.0178925,-0.0336124,-4.36167,0.0380781,0.638329,12,4,1
0,0,-5,-0.00329113,-0.0102173,-4.62316,0.0107343,0.376841,16,5,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.11055e-06,1.9768e-06,2.11055e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-1.9461e-06,1.9768e-06,1.9461e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.29017e-06,1.9768e-06,2.29017e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.26155e-06,1.9768e-06,2.26155e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.14056e-06,1.9768e-06,2.14056e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.33232e-06,1.9768e-06,2.33232e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.41371e-06,1.9768e-06,2.41371e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.17223e-06,1.9768e-06,2.17223e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.46607e-06,1.9768e-06,2.46607e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.26606e-06,1.9768e-06,2.26606e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.26272e-06,1.9768e-06,2.26272e-06,1,0,1
