True_DX,True_DY,True_Theta_Deg,Est_DX,Est_DY,Est_Theta_Deg,Error_Trans,Error_Theta,Iter,Time_ms,Converged
0,0,0,-1.39781e-06,-1.39781e-06,-2.09649e-06,1.9768e-06,2.09649e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.174e-06,1.9768e-06,2.174e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.27413e-06,1.9768e-06,2.27413e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.28266e-06,1.9768e-06,2.28266e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.10087e-06,1.9768e-06,2.10087e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.38899e-06,1.9768e-06,2.38899e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.3331e-06,1.9768e-06,2.3331e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.3792e-06,1.9768e-06,2.3792e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.17159e-06,1.9768e-06,2.17159e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-1.75118e-06,1.9768e-06,1.75118e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.28302e-06,1.9768e-06,2.28302e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.41724e-06,1.9768e-06,2.41724e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.29102e-06,1.9768e-06,2.29102e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.21235e-06,1.9768e-06,2.21235e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.13176e-06,1.9768e-06,2.13176e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-1.96537e-06,1.9768e-06,1.96537e-06,1,0,1
0,0,0,-1.39781e-06,-1.39781e-06,-2.17952e-06,1.9768e-06,2.17952e-06,1,0,1
0,0.1,0,-0.00302853,0.0831366,-0.0153601,0.0171332,0.0153601,101,36,0
0,0.1,0,-0.00509228,0.0809305,-0.0299852,0.0197377,0.0299852,101,36,0
0,0.1,0,-0.000616258,0.0841703,-0.0275277,0.0158417,0.0275277,101,35,0
0,0.1,0,0.00168041,0.097638,0.0256608,0.00289879,0.0256608,4,1,1
0,0.1,0,-0.00444013,0.0773935,-0.0345866,0.0230384,0.0345866,101,35,0
0,0.1,0,-0.00115524,0.0816749,-0.0327182,0.0183615,0.0327182,101,36,0
0,0.1,0,-0.00462398,0.080272,-0.0432629,0.0202627,0.0432629,101,36,0
0,0.1,0,0.00515724,0.1169,0.00406901,0.0176696,0.00406901,101,36,0
0,0.1,0,0.0057321,0.117927,0.0291773,0.0188211,0.0291773,101,36,0
0,0.1,0,0.00428051,0.102035,0.0193501,0.00473968,0.0193501,3,1,1
0,0.1,0,-0.00117803,0.0795964,-0.0236593,0.0204375,0.0236593,101,36,0
0,0.1,0,-0.00417829,0.082781,-0.00649068,0.0177187,0.00649068,101,36,0
0,0.1,0,0.00197672,0.0928362,0.0194886,0.0074315,0.0194886,3,1,1
0,0.1,0,0.000375728,0.0878463,-0.0172263,0.0121595,0.0172263,101,36,0
0,0.1,0,-0.00342603,0.0985588,0.0101114,0.00371681,0.0101114,3,1,1
0,0.1,0,-0.00288947,0.0930027,-0.00159785,0.00757043,0.00159785,4,1,1
0,0.1,0,0.00477042,0.117872,0.0248554,0.0184979,0.0248554,101,36,0
0,0.1,0,0.00394288,0.11505,0.0266927,0.0155581,0.0266927,101,36,0
0,0.1,0,0.00168036,0.08352,-0.0265565,0.0165655,0.0265565,101,35,0
0,0.1,0,4.65803e-05,0.116832,0.018275,0.0168322,0.018275,101,36,0
0,0.2,0,0.00420173,0.216186,0.0118057,0.0167224,0.0118057,101,36,0
0,0.2,0,-0.0019248,0.195452,0.0081233,0.00493898,0.0081233,4,1,1
0,0.2,0,-0.00417169,0.182047,-0.0283742,0.0184313,0.0283742,101,35,0
0,0.2,0,-0.00126252,0.181176,-0.0104536,0.0188664,0.0104536,101,36,0
0,0.2,0,0.00263823,0.183965,-0.0303508,0.0162509,0.0303508,101,35,0
0,0.2,0,-0.000946248,0.192619,-0.000196381,0.00744146,0.000196381,2,0,1
0,0.2,0,-0.00191984,0.204374,0.0207225,0.00477696,0.0207225,5,2,1
0,0.2,0,-0.00413265,0.193803,0.00315721,0.00744851,0.00315721,6,2,1
0,0.2,0,0.00318716,0.198498,0.0471449,0.00352352,0.0471449,2,0,1
0,0.2,0,-0.00174935,0.194122,0.065634,0.0061326,0.065634,4,1,1
0,0.2,0,0.0013905,0.223631,0.0371102,0.0236719,0.0371102,101,36,0
0,0.2,0,-0.000646701,0.197381,0.0175936,0.0026973,0.0175936,4,1,1
0,0.2,0,-0.00134919,0.19791,0.0482399,0.00248767,0.0482399,4,1,1
0,0.2,0,-0.00194585,0.185444,-0.00349792,0.0146855,0.00349792,101,36,0
0,0.2,0,0.00343972,0.21497,0.0164805,0.0153605,0.0164805,101,35,0
0,0.2,0,-0.00128565,0.198247,0.012078,0.00217372,0.012078,5,1,1
0,0.2,0,-0.00223562,0.185164,-0.0371224,0.0150038,0.0371224,101,35,0
0,0.2,0,-0.000181319,0.184418,-0.000433649,0.0155834,0.000433649,101,35,0
0,0.2,0,0.00363821,0.195535,0.0286868,0.00575993,0.0286868,5,2,1
0,0.2,0,0.00142729,0.196542,0.0261563,0.00374139,0.0261563,4,1,1
0,0.3,0,-0.00494015,0.280511,-0.0328567,0.0201056,0.0328567,101,36,0
0,0.3,0,0.000456036,0.312702,0.0199227,0.0127106,0.0199227,101,35,0
0,0.3,0,-0.00264034,0.300655,0.0340343,0.00272035,0.0340343,4,1,1
0,0.3,0,0.00686454,0.300148,-0.0061948,0.00686614,0.0061948,16,5,1
0,0.3,0,-0.0029201,0.298386,0.0340935,0.00333624,0.0340935,4,1,1
0,0.3,0,-0.00572503,0.300923,0.0147449,0.005799,0.0147449,65,23,1
0,0.3,0,0.00330866,0.302317,0.0196356,0.00403939,0.0196356,5,1,1
0,0.3,0,0.000309789,0.305053,0.0154633,0.00506273,0.0154633,5,1,1
0,0.3,0,0.00152537,0.322393,0.0236325,0.022445,0.0236325,101,35,0
0,0.3,0,-0.00341777,0.288561,-0.0182357,0.0119383,0.0182357,101,36,0
0,0.3,0,-0.00385497,0.282881,-0.010572,0.0175475,0.010572,101,35,0
0,0.3,0,-0.00170259,0.300647,0.027993,0.00182132,0.027993,5,1,1
0,0.3,0,-0.00259461,0.281502,-0.0174194,0.0186794,0.0174194,101,35,0
0,0.3,0,0.000127579,0.295309,0.0430274,0.0046929,0.0430274,4,1,1
0,0.3,0,0.0120283,0.271804,0.301299,0.0306546,0.301299,4,1,1
0,0.3,0,0.00651461,0.300818,-0.00483536,0.00656571,0.00483536,12,4,1
0,0.3,0,0.000664125,0.289685,-0.0039622,0.0103368,0.0039622,101,35,0
0,0.3,0,-0.00266528,0.303931,0.0154263,0.00474961,0.0154263,4,1,1
0,0.3,0,-0.00172666,0.29459,0.00852937,0.00567887,0.00852937,7,2,1
0,0.3,0,0.00136852,0.29918,0.0202873,0.00159527,0.0202873,6,2,1
0,0.4,0,0.0042988,0.419897,0.0305844,0.0203564,0.0305844,101,36,0
0,0.4,0,-0.00188212,0.384578,-0.0227188,0.0155365,0.0227188,101,36,0
0,0.4,0,-0.00428481,0.383776,-0.0247771,0.0167806,0.0247771,101,36,0
0,0.4,0,-0.00369007,0.384956,-0.00730999,0.0154897,0.00730999,101,35,0
0,0.4,0,0.00589562,0.418893,0.0438078,0.0197911,0.0438078,101,46,0
0,0.4,0,-0.00202374,0.381082,-0.0353528,0.0190257,0.0353528,101,36,0
0,0.4,0,-5.24688e-05,0.381706,-0.0301905,0.0182941,0.0301905,101,36,0
0,0.4,0,-0.00557517,0.396677,0.0121747,0.00649037,0.0121747,6,2,1
0,0.4,0,-0.00564028,0.399158,0.01385,0.0057028,0.01385,6,2,1
0,0.4,0,-0.00108384,0.396569,0.042336,0.00359818,0.042336,3,1,1
0,0.4,0,-0.00486481,0.3809,-0.0205409,0.0197102,0.0205409,101,36,0
0,0.4,0,0.0041438,0.399076,-0.0070316,0.00424559,0.0070316,4,1,1
0,0.4,0,-0.00227071,0.396358,0.0208439,0.00429203,0.0208439,7,2,1
0,0.4,0,-0.000545433,0.415762,0.0196832,0.0157711,0.0196832,101,36,0
0,0.4,0,0.00498958,0.420136,0.0292089,0.0207453,0.0292089,101,36,0
0,0.4,0,-0.00239395,0.3798,-0.00614564,0.0203412,0.00614564,101,35,0
0,0.4,0,-0.00219158,0.383265,-0.0279771,0.016878,0.0279771,101,35,0
0,0.4,0,-0.00237439,0.381781,-0.0163279,0.0183726,0.0163279,101,35,0
0,0.4,0,-0.00570799,0.38504,-0.0159515,0.0160119,0.0159515,101,35,0
